time,acceleration
0.0,10.21204913745378
0.001,1.9802889038079465
0.002,-4.246205806384581
0.003,-1.5406045536401018
0.004,-3.229011516960984
0.005,-1.0141463447179084
0.006,1.348154025118889
0.007,5.868683218103164
0.008,-9.398573209967665
0.009000000000000001,2.528997163870626
0.01,-4.756676039187329
0.011,-2.9472531910343567
0.012,-4.603648734846077
0.013000000000000001,10.580124166299044
0.014,1.8610606291052034
0.015,3.3727804191244473
0.016,-1.3702583938265664
0.017,4.675035905067146
0.018000000000000002,1.2809788342100172
0.019,4.415631822899301
0.02,8.274352336291493
0.021,8.578883846439512
0.022,8.236593314736908
0.023,8.397717066289996
0.024,1.2080847877588348
0.025,0.5214595643135319
0.026000000000000002,4.039466482618146
0.027,3.9592046415450497
0.028,-10.012535659564136
0.029,-2.4946856142584988
0.03,-4.5573941083123675
0.031,3.3742111786978
0.032,-3.93200772481064
0.033,5.4958689817893625
0.034,-0.4957379879463311
0.035,-2.5783083340168025
0.036000000000000004,0.15974002314557406
0.037,-5.748662187707136
0.038,-4.761312699473202
0.039,1.9665746147393381
0.04,-3.16411007243007
0.041,-4.444975046671698
0.042,5.224173023441033
0.043000000000000003,3.4935126174713536
0.044,-2.6821802690205394
0.045,6.2309058535796105
0.046,-0.6383604015113178
0.047,2.1872639707932975
0.048,0.19465933272309788
0.049,4.893628284402767
0.05,-2.0687933715033107
0.051000000000000004,-3.385919148178803
0.052000000000000005,3.7514615346869364
0.053,-2.5865866524160612
0.054,-7.420545570430224
0.055,8.335149071579394
0.056,5.702286121477861
0.057,2.65232709493345
0.058,0.2037300225178783
0.059000000000000004,0.8351623204352712
0.06,5.8577543660791465
0.061,-5.054027896912731
0.062,-3.150678997845201
0.063,6.844785207154962
0.064,7.9228071337514425
0.065,-2.5903569975888097
0.066,-4.184694629124907
0.067,-1.2545698473913327
0.068,4.184522007135252
0.069,6.09506758271531
0.07,-0.4683227824510987
0.07100000000000001,-3.3421544388303897
0.07200000000000001,6.057278720006543
0.073,-2.5997568597393457
0.074,4.590108496847919
0.075,1.5693070438301764
0.076,3.474118502128265
0.077,-2.4591196982493004
0.078,-0.4345593970104151
0.079,5.894785935179779
0.08,-2.501034455985836
0.081,3.7146146727064777
0.082,2.496931465197197
0.083,-3.892720146682437
0.084,10.03072449754723
0.085,-2.4720784170012653
0.08600000000000001,-0.2739433888554206
0.08700000000000001,0.8611378887194068
0.088,3.5448099811938554
0.089,-3.2136546878655587
0.09,6.163698520481937
0.091,1.5782293956251172
0.092,2.688869367280049
0.093,0.9566412337533594
0.094,4.996355070172117
0.095,-2.0589860023710735
0.096,0.23258823230461778
0.097,7.969060633050718
0.098,-0.07564921965877391
0.099,1.7666066561862064
0.1,-9.541131093386705
0.101,2.697099287514496
0.10200000000000001,10.220956040002044
0.10300000000000001,0.4504541681029032
0.10400000000000001,-5.009156280407096
0.105,2.3677859472549345
0.106,-3.099759385438304
0.107,1.932151974652132
0.108,0.1372166281271876
0.109,7.9015855445839644
0.11,4.70188797049808
0.111,-0.5966505652288612
0.112,7.766925087099321
0.113,1.4605733193613015
0.114,11.516853773816283
0.115,-0.6039448889577634
0.116,2.0031935036009516
0.117,-3.7554015206129057
0.11800000000000001,1.6390223378006432
0.11900000000000001,7.297535162040589
0.12,5.250686238552101
0.121,-2.146259602991052
0.122,9.541861059196428
0.123,-5.906905570704319
0.124,-7.1848555416043745
0.125,4.26392224631328
0.126,-2.4444758567024496
0.127,0.9896532311421433
0.128,2.1328608097457593
0.129,5.901034141591298
0.13,8.057951239388952
0.131,-3.039483840979084
0.132,-8.590667575596665
0.133,-0.25787853924971316
0.134,7.02272131832283
0.135,-0.41584674974995317
0.136,3.601785008129322
0.137,-0.30098456502836934
0.138,8.274067408651177
0.139,-4.010369315800391
0.14,-1.9303383244229568
0.14100000000000001,-5.587041243880945
0.14200000000000002,-6.2623594071437605
0.14300000000000002,1.6850393335121485
0.14400000000000002,6.692181820547519
0.145,3.2731318570992958
0.146,1.109539714187493
0.147,8.02255520317961
0.148,-1.282208490589718
0.149,-1.307545881318175
0.15,1.887940541612353
0.151,-4.175952643983777
0.152,-2.0423887624313375
0.153,5.6904549779072156
0.154,1.6640555849341014
0.155,1.1789341698185336
0.156,-6.95223623286696
0.157,0.3052502491336221
0.158,4.395195421997852
0.159,-8.427875624524864
0.16,-10.903292105563983
0.161,3.2741663087048813
0.162,-7.136722855503632
0.163,3.246885219400418
0.164,-5.700087990208448
0.165,-2.518119370115949
0.166,1.339371342515865
0.167,2.897451452761331
0.168,-4.972020693532502
0.169,2.802455367780827
0.17,-6.207146423189991
0.171,-2.1028424923162716
0.17200000000000001,3.398976761361446
0.17300000000000001,4.062015442040132
0.17400000000000002,-1.846692184040943
0.17500000000000002,3.5688286486565435
0.176,1.7366053387583844
0.177,-1.4577036632829756
0.178,3.1760968260569653
0.179,-4.947151180369302
0.18,0.8026979469512314
0.181,2.250117685550044
0.182,-2.9305731101693606
0.183,2.4418244054404963
0.184,4.856747596155116
0.185,-1.0910161351385688
0.186,0.7008087424664765
0.187,-7.102193892071909
0.188,-1.6555371153860294
0.189,-2.0173247730163153
0.19,-3.6796085915993317
0.191,2.5408855690080445
0.192,0.48403307371363613
0.193,1.4237674666778781
0.194,1.8926994302282891
0.195,2.1709279661950136
0.196,7.550921267836882
0.197,-7.222921159570957
0.198,3.1549881718957336
0.199,-1.3557569016779598
0.2,0.40205834620971004
0.201,1.9031737270803608
0.202,-3.418029525563716
0.203,-2.5465123306295
0.20400000000000001,-3.8934716057762566
0.20500000000000002,-3.1614178387908454
0.20600000000000002,-2.263838339864157
0.20700000000000002,-2.6353100310758824
0.20800000000000002,4.439521118208052
0.209,4.38782946868097
0.21,1.456495184596899
0.211,0.9900974687350639
0.212,0.7403308444985466
0.213,1.2265913160830153
0.214,-8.735381003100231
0.215,2.3375044410377095
0.216,-8.766853430989961
0.217,6.167151732817791
0.218,7.020159998297329
0.219,-2.99125684094963
0.22,0.9011095137927883
0.221,8.10878028177369
0.222,2.137527757899589
0.223,-8.544959431734938
0.224,-2.2366030549783993
0.225,7.834979563982789
0.226,4.220009261841739
0.227,-1.6817130406387584
